cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,converted_strength,converted_age,cement_normalized,slag_normalized,ash_normalized,water_normalized,superplastic_normalized,coarseagg_normalized,fineagg_normalized
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,1,5,0.19223744292237438,0.34529771841958823,0.0,0.5103833865814695,0.0,0.82093023255814,0.4272453587556446
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,3,5,0.25251141552511414,0.0,0.5017491254372815,0.3003194888178915,0.3229813664596273,0.5895348837209302,0.7772202709483189
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,4,12,0.8515981735159817,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,3,2,0.7374429223744292,0.29577072899276574,0.0,0.25319488817891367,0.5124223602484471,0.14854651162790722,0.7353236327145007
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13,1,2,0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186048,0.5807827395885601
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,3,3,0.8881278538812785,0.07234279354479689,0.6146926536731635,0.6325878594249201,0.12111801242236023,0.06104651162790686,0.2634219769192172
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,5,6,0.39977168949771696,0.0,0.48675662168915546,0.3099041533546325,0.3664596273291925,0.5026162790697675,0.706472654290015
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12,5,11,0.547945205479452,0.105731775180857,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,4,3,0.6506849315068493,0.05564830272676684,0.4697651174412794,0.28115015974440905,0.43167701863354035,0.3982558139534884,0.6297039638735573
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86,2,5,0.11552511415525113,0.6641624930439622,0.0,0.6246006389776357,0.19565217391304346,0.5837209302325581,0.22553938785750116
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,2,5,0.40867579908675794,0.0,0.0,0.5047923322683707,0.0,0.8808139534883721,0.45158053186151537
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07,3,7,0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186048,0.5807827395885601
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,5,5,0.8881278538812785,0.07234279354479689,0.6146926536731635,0.7044728434504792,0.12111801242236023,0.23546511627906996,0.2634219769192172
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,3,4,0.4301369863013698,0.0,0.4807596201899051,0.36980830670926523,0.2919254658385093,0.465697674418605,0.6798795785248368
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,1,5,0.0958904109589041,0.0,0.8745627186406797,0.2891373801916932,0.5590062111801242,0.41279069767441845,0.6271951831409937
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,4,4,0.33059360730593607,0.0,0.6251874062968515,0.17172523961661357,0.3726708074534161,0.8308139534883718,0.5190667335674861
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,1,5,0.3436073059360731,0.0,0.0,0.5103833865814695,0.0,0.9029069767441857,0.47742097340692413
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,2,11,0.3059360730593607,0.0,0.0,0.5686900958466454,0.0,0.48546511627906996,0.7300551931761163
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,5,12,1.0,0.0,0.0,0.40894568690095845,0.0,0.941860465116279,0.04766683391871562
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,1,3,0.4406392694063927,0.0,0.0,0.5047923322683707,0.0,0.7790697674418605,0.4390366281986955
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46,1,5,0.11118721461187209,0.0,0.9260369815092455,0.35862619808306695,0.4844720496894409,0.7950581395348837,0.2107375815353738
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,3,5,0.2668949771689498,0.0,0.6201899050474763,0.2931309904153354,0.35093167701863354,0.8072674418604655,0.5040140491721024
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,2,4,0.30091324200913244,0.0,0.47276361819090457,0.6078274760383386,0.14285714285714282,0.42441860465116266,0.647767185148018
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,5,9,0.33584474885844745,0.0,0.49375312343828087,0.28993610223642174,0.39751552795031053,0.5430232558139534,0.7400903161063723
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,3,5,0.5410958904109588,0.0,0.0,0.5047923322683707,0.0,0.7790697674418605,0.40140491721023586
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,5,5,0.9200913242009132,0.0,0.29985007496251875,0.584664536741214,0.0,0.6656976744186047,0.09031610637230303
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,3,6,0.29223744292237447,0.0,0.5912043978010995,0.5886581469648562,0.14285714285714282,0.6639534883720932,0.4129453085800301
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,3,2,0.6210045662100456,0.5264329437952143,0.0,0.3857827476038338,0.31366459627329185,0.3636627906976746,0.40817862518815873
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,4,13,0.08584474885844745,0.5826377295492489,0.0,0.560702875399361,0.0,0.7151162790697674,0.5341194179628699
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96,1,5,0.10525114155251142,0.0,0.6826586706646677,0.28993610223642174,0.5,0.5837209302325581,0.5923231309583545
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,4,9,0.20159817351598175,0.0,0.6256871564217892,0.32028753993610226,0.3074534161490683,0.8345930232558136,0.5233316608128449
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,2,4,0.6255707762557077,0.0,0.0,0.7412140575079871,0.0,0.5886627906976742,0.42247867536377326
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,3,5,0.34109589041095895,0.0,0.5912043978010995,0.5327476038338659,0.19875776397515527,0.6610465116279074,0.4106874059207226
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,1,3,0.12557077625570773,0.6566499721758488,0.0,0.560702875399361,0.0,0.3906976744186048,0.46964375313597606
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,4,5,0.4611872146118721,0.211463550361714,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,3,4,0.14931506849315068,0.36143572621035064,0.6426786606696652,0.42891373801916943,0.24223602484472045,0.5968023255813955,0.38283993978926256
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,3,5,0.4611872146118721,0.38953811908736785,0.0,0.7364217252396166,0.18633540372670804,0.2732558139534884,0.3211239337681886
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,1,2,0.182648401826484,0.12576516416249306,0.6096951524237881,0.3865814696485623,0.2546583850931676,0.7511627906976748,0.468389362769694
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,1,5,0.3424657534246575,0.0,0.0,0.5047923322683707,0.0,0.9011627906976742,0.4766683391871551
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,2,2,0.5061643835616438,0.7868670005564832,0.0,0.4952076677316295,0.3198757763975155,0.4119186046511629,0.16532865027596588
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,3,7,0.5662100456621004,0.0,0.0,0.6485623003194889,0.0,0.5029069767441863,0.45408931259407925
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,5,9,0.2545662100456621,0.0,0.8705647176411794,0.29872204472843444,0.36335403726708065,0.7052325581395347,0.44631209232313096
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,5,8,0.4207762557077626,0.5589872008903729,0.0,0.1829073482428114,0.3478260869565217,0.5918604651162793,0.5260913196186656
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,2,5,0.09520547945205476,0.4735670562047858,0.6626686656671664,0.5575079872204471,0.26397515527950305,0.038081395348837255,0.5301053687907678
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,4,7,0.3059360730593607,0.4368391764051197,0.0,0.560702875399361,0.0,0.49883720930232567,0.3891118916206724
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,3,4,0.25502283105022827,0.0,0.873063468265867,0.2635782747603834,0.31677018633540366,0.7340116279069768,0.4576016056196688
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,4,9,0.18127853881278538,0.0,0.8345827086456772,0.3817891373801916,0.23602484472049687,0.7401162790697673,0.4611138986452583
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,4,6,0.33584474885844745,0.0,0.49375312343828087,0.28993610223642174,0.39751552795031053,0.5430232558139534,0.7400903161063723
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,3,5,0.2089041095890411,0.8074568725653868,0.0,0.5103833865814695,0.0,0.5732558139534887,0.2767185148018063
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,3,5,0.2116438356164383,0.0,0.5022488755622189,0.3865814696485623,0.23291925465838506,0.5726744186046511,0.7722027094831911
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,4,5,0.42694063926940634,0.3728436282693378,0.0,0.584664536741214,0.18633540372670804,0.3575581395348837,0.4164576016056196
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52,5,5,0.44748858447488576,0.38119087367835286,0.5347326336831585,0.6325878594249201,0.18633540372670804,0.22383720930232576,0.15303562468640242
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,5,7,0.2054794520547945,0.8013355592654425,0.0,0.560702875399361,0.0,0.37441860465116283,0.30632212744606124
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,5,6,0.2545662100456621,0.0,0.8705647176411794,0.29872204472843444,0.36335403726708065,0.7052325581395347,0.44631209232313096
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,4,5,0.2009132420091324,0.528658875904285,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,3,7,0.16210045662100453,0.3227601558152477,0.0,0.560702875399361,0.0,0.4238372093023255,0.6593075765178125
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,1,2,0.2545662100456621,0.0,0.8705647176411794,0.2619808306709266,0.36335403726708065,0.7305232558139534,0.4553437029603613
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,3,5,0.16392694063926944,0.25987757373400117,0.7991004497751125,0.40335463258785964,0.3012422360248447,0.5994186046511629,0.38283993978926256
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93,4,5,0.4155251141552511,0.33388981636060105,0.0,0.3690095846645367,0.21739130434782605,0.49127906976744207,0.5017561465127949
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,1,3,0.07694063926940636,0.5662214802448526,0.0,0.5103833865814695,0.0,0.8000000000000003,0.41470145509282474
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,5,5,0.33059360730593607,0.0,0.6251874062968515,0.17172523961661357,0.3726708074534161,0.8308139534883718,0.5190667335674861
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,2,5,0.0776255707762557,0.4507512520868114,0.6296851574212894,0.40095846645367406,0.3105590062111801,0.35465116279069786,0.4264927245358756
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,1,2,0.08584474885844745,0.5826377295492489,0.0,0.560702875399361,0.0,0.7151162790697674,0.5341194179628699
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,2,4,0.33789954337899536,0.0,0.4782608695652174,0.5239616613418532,0.17080745341614906,0.4531976744186048,0.6703462117410941
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,4,11,0.8515981735159817,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69,2,5,0.10730593607305933,0.38675570395102954,0.5447276361819091,0.5686900958466454,0.18633540372670804,0.2645348837209305,0.46663321625689913
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,3,13,0.39954337899543374,0.0,0.0,0.5527156549520766,0.0,0.48546511627906996,0.6573005519317612
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,1,3,0.28082191780821913,0.0,0.0,0.47284345047923315,0.0,0.9069767441860463,0.5995985950827898
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25,4,5,0.42694063926940634,0.3720089037284363,0.0,0.5838658146964857,0.17080745341614906,0.3578488372093025,0.41670847967887625
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,5,7,0.8630136986301369,0.0,0.0,0.560702875399361,0.0,0.3930232558139535,0.2965378825890619
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,2,7,0.11643835616438353,0.2838063439065109,0.0,0.560702875399361,0.0,0.2529069767441863,0.8758153537380833
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,4,6,0.2963470319634703,0.0,0.607696151924038,0.41693290734824284,0.20807453416149066,0.7424418604651164,0.4628700451580532
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,1,5,0.28082191780821913,0.0,0.0,0.47284345047923315,0.0,0.9069767441860463,0.5995985950827898
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,1,4,0.20159817351598175,0.0,0.6256871564217892,0.35782747603833864,0.3074534161490683,0.808139534883721,0.5140491721023583
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,3,5,0.16073059360730596,0.03784084585420145,0.8615692153923039,0.2795527156549522,0.1273291925465838,0.5968023255813955,0.6583040642247868
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,4,11,0.37442922374429216,0.31719532554257096,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,3,5,0.252283105022831,0.0,0.5017491254372815,0.29952076677316297,0.27018633540372666,0.6011627906976744,0.7767185148018065
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,3,6,0.16073059360730596,0.03784084585420145,0.8615692153923039,0.2795527156549522,0.1273291925465838,0.5968023255813955,0.6583040642247868
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,5,5,0.6543378995433791,0.27017250973845297,0.0,0.2883386581469649,0.3757763975155279,0.14854651162790722,0.8321625689914705
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,2,5,0.39954337899543374,0.0,0.0,0.5527156549520766,0.0,0.48546511627906996,0.6573005519317612
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,1,2,0.08972602739726032,0.5898720089037285,0.0,0.6525559105431309,0.0,0.49651162790697656,0.3876066231811339
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,3,7,0.5410958904109588,0.0,0.0,0.6006389776357828,0.0,0.48546511627906996,0.46914199698946324
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,3,7,0.42694063926940634,0.0,0.0,0.560702875399361,0.0,0.3261627906976745,0.7558956347215251
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74,1,5,0.12054794520547946,0.0,0.7136431784107947,0.5710862619808308,0.2826086956521739,0.2215116279069771,0.6866532865027597
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,4,5,0.8630136986301369,0.0,0.0,0.560702875399361,0.0,0.3924418604651163,0.3186151530356247
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,2,5,0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186048,0.5807827395885601
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,2,5,0.2116438356164383,0.0,0.5022488755622189,0.34984025559105425,0.23291925465838506,0.5970930232558138,0.7824887104867033
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,1,3,0.5639269406392693,0.0,0.0,0.560702875399361,0.0,0.7412790697674421,0.5393878575012543
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,5,5,0.6027397260273972,0.52031163049527,0.0,0.5527156549520766,0.21739130434782605,0.06686046511627897,0.40893125940792774
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,2,7,0.3059360730593607,0.0,0.0,0.5766773162939298,0.0,0.48546511627906996,0.7300551931761163
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,4,5,0.4641552511415525,0.5662214802448526,0.0,0.6525559105431309,0.0,0.4779069767441859,0.09282488710486714
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,4,6,0.25525114155251144,0.27295492487479134,0.12243878060969515,0.4784345047923322,0.20807453416149066,0.7703488372093026,0.48043151028600106
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,3,4,0.265296803652968,0.1519198664440735,0.6186906546726637,0.15175718849840258,0.3695652173913043,0.7985465116279071,0.49849473156046176
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,1,3,0.310958904109589,0.44184752365052876,0.0,0.5103833865814695,0.0,0.6965116279069767,0.35198193677872536
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76,3,5,0.13013698630136988,0.52031163049527,0.0,0.43290734824281163,0.3416149068322981,0.5494186046511627,0.489212242849975
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,2,7,0.0,0.4257095158597663,0.0,0.560702875399361,0.0,0.25,0.873055694932263
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,1,3,0.15593607305936075,0.43266555370061216,0.0,0.5103833865814695,0.0,0.655813953488372,0.3268941294530858
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,4,3,0.7374429223744292,0.29577072899276574,0.0,0.25319488817891367,0.5124223602484471,0.14854651162790722,0.7353236327145007
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,5,14,0.547945205479452,0.105731775180857,0.0,0.8482428115015974,0.0,0.3808139534883721,0.19066733567486205
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,2,2,0.1632420091324201,0.13939899833055094,0.8670664667666167,0.3434504792332269,0.20186335403726705,0.5965116279069771,0.5005017561465128
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,5,5,0.5216894977168949,0.4718976071229828,0.0,0.5838658146964857,0.2515527950310559,0.029069767441860517,0.5225790265930759
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,5,5,0.4949771689497717,0.5912632164718977,0.0,0.2707667731629393,0.4440993788819875,0.14854651162790722,0.7185148018063219
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12,3,5,0.463013698630137,0.0,0.49775112443778113,0.5926517571884984,0.3043478260869565,0.4604651162790696,0.278976417461114
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42,3,5,0.37442922374429216,0.3116304952698943,0.4347826086956522,0.4488817891373802,0.3105590062111801,0.31686046511627897,0.37882589061716
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,3,4,0.14383561643835613,0.35754034501947696,0.6601699150424788,0.42571884984025554,0.2515527950310559,0.5953488372093023,0.38283993978926256
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,3,2,0.5949771689497718,0.5258764607679466,0.0,0.34424920127795544,0.3602484472049689,0.417732558139535,0.4059207225288508
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,3,7,0.08584474885844745,0.5826377295492489,0.0,0.560702875399361,0.0,0.7151162790697674,0.5341194179628699
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,3,5,0.1095890410958904,0.659432387312187,0.0,0.41693290734824284,0.3726708074534161,0.7790697674418605,0.20321123933768193
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,4,5,0.4748858447488585,0.39732888146911527,0.0,0.3682108626198084,0.3105590062111801,0.32936046511627914,0.5268439538384346
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,1,5,0.1050228310502283,0.0,0.9095452273863069,0.47284345047923315,0.4658385093167701,0.11046511627906996,0.7275464124435527
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,4,5,0.2317351598173516,0.8494713411240958,0.0,0.6525559105431309,0.0,0.4720930232558138,0.09031610637230303
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,3,4,0.2511415525114155,0.0,0.623688155922039,0.2971246006389776,0.24223602484472045,0.8267441860465121,0.5155544405418968
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,1,2,0.0,0.4257095158597663,0.0,0.560702875399361,0.0,0.25,0.873055694932263
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,5,7,0.4641552511415525,0.5662214802448526,0.0,0.6525559105431309,0.0,0.4779069767441859,0.09282488710486714
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,2,5,0.186986301369863,0.34112409571508073,0.0,0.6525559105431309,0.0,0.4598837209302329,0.5168088309081786
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42,3,5,0.4429223744292237,0.0,0.5347326336831585,0.7923322683706071,0.3416149068322981,0.05232558139534893,0.46161565479177114
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,5,9,0.3952054794520548,0.0,0.606696651674163,0.3011182108626198,0.3074534161490683,0.7343023255813952,0.4603612644254893
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,5,6,0.7351598173515981,0.061213132999443524,0.6596701649175413,0.4488817891373802,0.26397515527950305,0.06104651162790686,0.39136979427997987
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,1,2,0.14634703196347032,0.0,0.8160919540229886,0.4369009584664536,0.13975155279503104,0.7488372093023252,0.46688409433015554
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,5,5,0.44703196347031965,0.3817473567056205,0.534232883558221,0.6349840255591055,0.18633540372670804,0.2250000000000001,0.15378825890617143
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,5,5,0.5006849315068493,0.45687256538675575,0.0,0.5487220447284344,0.14285714285714282,0.20058139534883734,0.45158053186151537
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,4,7,0.5273972602739725,0.0,0.0,0.560702875399361,0.0,0.37848837209302344,0.6236828901154039
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,1,5,0.0,0.4257095158597663,0.0,0.560702875399361,0.0,0.25,0.873055694932263
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,5,8,0.6543378995433791,0.27017250973845297,0.0,0.2883386581469649,0.3757763975155279,0.14854651162790722,0.8321625689914705
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,5,7,0.8630136986301369,0.0,0.0,0.560702875399361,0.0,0.3924418604651163,0.3186151530356247
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,3,2,0.5949771689497718,0.5258764607679466,0.0,0.34424920127795544,0.3602484472049689,0.417732558139535,0.4059207225288508
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29,1,5,0.07465753424657529,0.0,0.8280859570214892,0.4664536741214056,0.3105590062111801,0.4651162790697674,0.5291018564977421
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,1,2,0.33789954337899536,0.0,0.4782608695652174,0.5239616613418532,0.17080745341614906,0.4531976744186048,0.6703462117410941
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,4,6,0.4155251141552511,0.04173622704507513,0.704647676161919,0.4568690095846646,0.17080745341614906,0.1191860465116279,0.5193176116407427
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,2,3,0.6643835616438356,0.0,0.0,0.560702875399361,0.0,0.405813953488372,0.4806823883592575
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,5,8,0.8515981735159817,0.330550918196995,0.0,0.4736421725239617,0.2763975155279503,0.14854651162790722,0.47039638735574507
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,4,9,0.252283105022831,0.0,0.5017491254372815,0.29952076677316297,0.27018633540372666,0.6011627906976744,0.7767185148018065
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,1,2,0.34109589041095895,0.0,0.5912043978010995,0.5327476038338659,0.18012422360248445,0.6610465116279074,0.4106874059207226
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,5,5,0.3952054794520548,0.0,0.606696651674163,0.3011182108626198,0.3074534161490683,0.7343023255813952,0.4603612644254893
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,1,2,0.14794520547945206,0.6961602671118531,0.0,0.6525559105431309,0.0,0.507558139534884,0.24736578023080802
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,1,2,0.16392694063926944,0.25987757373400117,0.7991004497751125,0.40335463258785964,0.3012422360248447,0.5994186046511629,0.38283993978926256
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,5,5,0.6210045662100456,0.5264329437952143,0.0,0.3857827476038338,0.31366459627329185,0.3636627906976746,0.40817862518815873
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,2,5,0.1506849315068493,0.1171396772398442,0.8185907046476762,0.0,0.17701863354037264,0.7491279069767445,0.46688409433015554
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,5,5,0.7374429223744292,0.29577072899276574,0.0,0.25319488817891367,0.5124223602484471,0.14854651162790722,0.7353236327145007
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,3,10,0.5228310502283104,0.0,0.0,0.560702875399361,0.0,0.6511627906976742,0.5694932262920223
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,4,4,0.9657534246575341,0.0,0.0,0.5367412140575081,0.0,0.941860465116279,0.04766683391871562
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,5,5,0.7853881278538812,0.06677796327212021,0.3948025987006497,0.3210862619808308,0.3198757763975155,0.4825581395348837,0.29603612644254906
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84,2,5,0.4520547945205479,0.0,0.5997001499250375,0.720447284345048,0.3105590062111801,0.22383720930232576,0.3361766181635726
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,1,4,0.25525114155251144,0.27295492487479134,0.12243878060969515,0.4784345047923322,0.20807453416149066,0.7703488372093026,0.48043151028600106
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,1,2,0.3493150684931507,0.0,0.0,0.560702875399361,0.0,0.25813953488372077,0.8805820371299549
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,3,4,0.3952054794520548,0.0,0.606696651674163,0.3011182108626198,0.3074534161490683,0.7343023255813952,0.4603612644254893
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,3,5,0.6404109589041096,0.0,0.0,0.5103833865814695,0.0,0.717441860465116,0.36452584044154523
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,3,3,0.58675799086758,0.0528658875904285,0.704647676161919,0.25718849840255587,0.3385093167701863,0.4098837209302326,0.5193176116407427
